price,suburb,property_size,km_from_cbd
2895000,Oatley,1012,18.23
2450000,Denham Court,10000,37.48
1794000,Stanmore,229,5.2
1782500,North Strathfield,664,11.24
1780000,Stanmore,215,5.2
1518000,Newtown,127,4.73
1480000,Newtown,160,4.73
1445000,Turrella,404,9.65
1195000,Fairfield,851,23.96
1065000,Newtown,134,4.73
851000,Engadine,563,27.77
828000,Greenacre,575,14.61
760000,Bexley,159,12.84
575000,Doonside,610,33.46
1905000,Turramurra,1791,16.36
2250000,Wahroonga,940,17.9
2000000,Davidson,749,14.03
1600000,Oatley,460,18.23
1247800,Bexley,620,12.84
892000,Glenmore Park,548,49.65
880000,Glenmore Park,548,49.65
790000,Oran Park,417,45.41
3651000,Newtown,278,4.73
2200000,Wahroonga,1537,17.9
1700000,Turramurra,974,16.36
1090000,Oran Park,450,45.41
970000,Blaxland,887,56.39
677500,Woongarrah,677,73.6
1830000,Newport,871,25.06
930000,Denham Court,450,37.48
695000,South Penrith,701,48.41
599500,Engadine,101,27.77
588000,Engadine,106,27.77
568000,Springwood,619,61.88
3800000,St Ives,930,15.99
3200000,Campsie,645,11.28
2200000,Toowoon Bay,318,61.83
2159000,Manly Vale,386,10.57
2000000,Erskineville,136,4.66
1715000,Bayview,702,23.83
1500000,Turramurra,948,16.36
1330000,Thornleigh,604,19.84
1225000,Engadine,613,27.77
851000,Kincumber,656,47.05
795000,Springwood,1309,61.88
755000,Elderslie,707,50.48
656000,Doonside,551,33.46
550000,Springwood,1113,61.88
2180000,Newport,748,25.06
2163500,Turramurra,3307,16.36
2000000,Wiley Park,780,14.66
1700000,Campsie,575,11.28
1640000,Balmain East,203,1.85
1400000,Chittaway Point,986,64.12
1390000,Elderslie,1840,50.48
1225000,Woongarrah,7,73.6
1160000,Warriewood,374,21.15
1010000,Newtown,85,4.73
740000,Engadine,166,27.77
730000,Newport,78,25.06
672000,Oran Park,302,45.41
2455000,Kensington,601,5.45
2185000,Ashbury,730,9.41
1945000,Stanmore,455,5.2
1820000,Kyle Bay,581,17.07
1810000,Newtown,164,4.73
1775000,Oatley,636,18.23
1600000,Kogarah Bay,695,15.25
1575000,Bayview,4047,23.83
1362000,Sandringham,366,16.06
1120000,Greenacre,569,14.61
490000,Lake Munmorah,517,81.81
315000,Wadalba,573,69.89
6405000,Coogee,557,7.42
3159000,Edgecliff,238,2.92
1672000,Lane Cove North,594,7.99
1285000,West Pennant Hills,531,20.91
1200000,North Sydney,109,3.16
1100000,Jannali,980,21.53
815000,Dulwich Hill,107,7.9
783250,Northmead,607,21.97
720000,Quakers Hill,557,33.29
530000,Campbelltown,588,43.19
6500000,Chiswick,942,6.89
4000000,North Sydney,512,3.16
2100000,Kingsford,405,6.95
1485000,Forestville,727,11.47
890000,Revesby,486,20.44
808000,Jannali,576,21.53
619000,Colyton,760,39.3
580000,Colyton,607,39.3
950000,Manly,149,10.17
2900000,Kogarah Bay,543,15.25
2550000,East Gosford,582,49.55
1720000,Canada Bay,588,8.78
1450000,Ingleburn,2318,36.04
1140000,Carss Park,657,15.99
671000,Kariong,600,45.8
636000,Colyton,600,39.3
560000,Cambridge Park,645,46.55
3000000,Kirrawee,1961,22.57
1350000,Beecroft,923,18.35
935000,Mount Colah,916,23.26
725000,Toongabbie,727,25.67
665000,Parramatta,114,19.44
2220000,Kogarah Bay,561,15.25
2005000,Beecroft,935,18.35
1840000,Burwood Heights,525,10.16
695000,Gledswood Hills,382,42.7
688000,Narellan Vale,600,47.8
596000,Macquarie Park,66,12.32
8000000,Killara,1250,11.7
3830000,Killara,788,11.7
2300000,Paddington,135,2.61
2000000,Erskineville,183,4.66
1070000,Baulkham Hills,696,24.81
1050500,Macquarie Links,600,33.73
717000,Georges Hall,511,20.97
650000,St Clair,645,39.76
3100000,Chiswick,556,6.89
1745000,Dee Why,531,14.67
895000,Kellyville,720,30.08
740000,Woy Woy,911,40.99
603000,Woy Woy,442,40.99
1577000,Stanmore,220,5.2
1200000,Tascott,670,46.89
865000,Glenfield,468,31.57
2950000,Grays Point,845,24.3
2100500,Campsie,1011,11.28
1961000,North Manly,405,11.56
914500,Stanhope Gardens,551,30.99
682100,Kincumber,754,47.05
630000,Woongarrah,540,73.6
575000,Blaxland,695,56.39
1885000,Denistone West,607,14.23
1690000,Breakfast Point,184,9.49
1260000,Kincumber,600,47.05
1065000,Norah Head,626,72.34
1054600,Chittaway Bay,1010,63.59
990000,Oran Park,612,45.41
901000,Kings Langley,690,28.37
825000,Glenmore Park,940,49.65
750000,Glenmore Park,350,49.65
445000,Toukley,556,74.11
3950000,Parramatta,809,19.44
3415000,Longueville,645,5.6
2855000,Wollstonecraft,531,3.78
2646000,St Ives,923,15.99
2402000,Turramurra,973,16.36
2105000,Hurlstone Park,528,9.03
1800000,St Ives,1593,15.99
1516000,Port Hacking,739,23.74
1282500,Oatley,620,18.23
1001000,Hinchinbrook,818,32.72
970000,Greenacre,682,14.61
865000,Greenacre,708,14.61
700000,Arncliffe,139,10.09
1965000,Killcare Heights,697,40.94
860000,Glenmore Park,708,49.65
730000,Kincumber,921,47.05
660000,Blaxland,1682,56.39
635000,Glenmore Park,450,49.65
420000,Lake Munmorah,375,81.81
1550000,Condell Park,1100,19.7
1398000,Greenacre,445,14.61
690000,Glenmore Park,350,49.65
1300000,Mortdale,593,17.19
951000,Kings Langley,789,28.37
825000,Schofields,361,35.82
700000,Woongarrah,590,73.6
680000,Kincumber,327,47.05
1650000,Kogarah Bay,520,15.25
1535000,Thornleigh,1106,19.84
1440000,Magenta,521,69.15
1320000,Minto,4119,38.06
901000,Schofields,432,35.82
875000,Kings Langley,701,28.37
785000,Glenmore Park,364,49.65
697000,Auburn,442,16.83
470000,Auburn,106,16.83
2415000,Newport,702,25.06
2100000,Greenhills Beach,600,19.56
1710000,North Strathfield,632,11.24
1650000,St Ives,1024,15.99
1500000,Wagstaffe,643,39.78
1420000,St Ives,935,15.99
1300000,Ashcroft,1257,29.14
890000,Condell Park,629,19.7
740000,Condell Park,194,19.7
735000,Lake Munmorah,864,81.81
608000,Riverstone,233,39.07
545000,Toukley,512,74.11
460000,San Remo,557,77.69
1200000,Kings Langley,697,28.37
740000,Oran Park,300,45.41
940000,Auburn,490,16.83
1525000,Mannering Park,1366,83.63
2600000,Newport,1077,25.06
1150000,Blaxland,793,56.39
850000,Schofields,373,35.82
1820000,St Ives,948,15.99
1152000,Kings Langley,691,28.37
920000,Kings Langley,733,28.37
605000,Toukley,708,74.11
1350000,East Gosford,575,49.55
1250000,Beaumont Hills,570,31.01
1017000,Kings Langley,701,28.37
640000,Kincumber,727,47.05
415000,Riverstone,350,39.07
820000,Kincumber,691,47.05
650000,Macquarie Fields,594,32.57
520000,Kincumber,262,47.05
370000,San Remo,575,77.69
1181000,Yattalunga,2330,46.33
1130000,Auburn,547,16.83
1100000,Rosehill,746,17.06
950000,Kings Langley,714,28.37
700000,Breakfast Point,91,9.49
630000,Kincumber,1037,47.05
610000,Woongarrah,659,73.6
490000,Schofields,359,35.82
1350000,Beaumont Hills,660,31.01
835000,Schofields,338,35.82
785000,Woongarrah,623,73.6
770000,Kincumber,699,47.05
730000,Newport,835,25.06
500000,Macquarie Fields,502,32.57
465000,Macquarie Fields,221,32.57
2050000,Darlington,133,3.24
630000,Kincumber,645,47.05
2800000,St Ives,939,15.99
2000000,Chittaway Point,885,64.12
1250000,Minto,1301,38.06
850000,Merrylands,537,21.07
729988,Stanhope Gardens,240,30.99
500000,Glenfield,332,31.57
305000,Riverstone,1100,39.07
1370000,Taren Point,645,18.73
950000,Springwood,967,61.88
860000,Riverstone,918,39.07
1100000,Kensington,103,5.45
740000,Macquarie Fields,916,32.57
610000,Leumeah,556,40.12
1400000,Warriewood,646,21.15
780000,Merrylands,553,21.07
550000,Toukley,468,74.11
740000,Wolli Creek,114,9.02
633000,Glenfield,224,31.57
2325000,Point Frederick,980,48.56
2300000,Wahroonga,3079,17.9
1650000,Davidson,1259,14.03
686000,Springwood,935,61.88
585000,Toukley,575,74.11
480000,Lake Munmorah,607,81.81
1090000,Lurnea,1275,29.97
640000,Ropes Crossing,274,42.77
632000,Blaxland,505,56.39
695000,Green Point,550,49.63
695000,Green Point,550,48.42
665000,Green Point,579,48.42
665000,Green Point,579,49.63
450000,Riverstone,331,39.07
1750000,Warriewood,809,21.15
1480000,Daceyville,256,7.21
1405000,Hurstville,470,14.81
1058000,Stanhope Gardens,501,30.99
2400000,Tumbi Umbi,10000,57.68
600000,Toukley,531,74.11
495000,Lake Munmorah,569,81.81
9600000,Mortlake,1998,9.95
3970000,St Ives,1056,15.99
1900000,Warrawee,1097,17.2
1890000,Greenwich,563,4.5
1870000,Cremorne Point,151,3.01
1435000,Seaforth,689,8.76
1300000,Phegans Bay,1201,42.78
1165000,Menai,658,24.47
1050000,Mount Riverview,697,55.12
1050000,St Marys,911,42.31
950000,Kellyville Ridge,354,32.23
2881000,Richmond,1556,50.79
1650000,Ashfield,504,8.08
1615000,Menai,720,24.47
770000,Blaxland,680,56.39
660000,Lalor Park,556,28.27
595000,Lake Munmorah,538,81.81
580000,Toukley,493,74.11
1650000,Seaforth,600,8.76
650000,Riverstone,300,39.07
476024,Neutral Bay,34,3.44
1965000,North Manly,584,11.56
1889000,North Manly,642,11.56
905000,Green Point,892,48.42
905000,Green Point,892,49.63
761000,Lalor Park,575,28.27
740000,Lalor Park,626,28.27
532000,Lake Munmorah,448,81.81
1080000,Condell Park,664,19.7
1030000,Winston Hills,753,23.42
770000,Springwood,708,61.88
645000,Mortdale,132,17.19
3255000,Kensington,691,5.45
2850000,Schofields,3326,35.82
2205000,Ashbury,626,9.41
940000,Green Point,607,48.42
940000,Green Point,607,49.63
780000,Quakers Hill,586,33.29
2050000,Terrey Hills,683,19.32
1580000,Phillip Bay,519,12.83
1455000,Menai,570,24.47
1300000,Wagstaffe,560,39.78
1123000,Menai,630,24.47
1100000,Plumpton,520,36.79
1000000,Winston Hills,556,23.42
961000,Wolli Creek,119,9.02
800000,Quakers Hill,679,33.29
760000,Wolli Creek,96,9.02
650000,Ashfield,69,8.08
540000,Leumeah,557,40.12
2860000,Glenbrook,1850,55.19
2506000,Oatley,1005,18.23
2472000,Kogarah Bay,733,15.25
2466000,Maroubra,607,9.52
2322500,Homebush,669,12.1
2005000,North Rocks,900,20.61
1900000,Ashfield,676,8.08
1851000,Haberfield,695,6.75
1775000,North Balgowlah,374,9.49
1534000,Thornleigh,936,19.84
1225000,Homebush West,512,13.21
1224000,Hurstville,457,14.81
1185000,Greenfield Park,702,29.37
885000,Menai,650,24.47
777500,Neutral Bay,71,3.44
745000,Quakers Hill,561,33.29
600000,Springwood,1856,61.88
478000,Macquarie Fields,305,32.57
1527000,Harrington Park,908,47.35
1210000,Haymarket,99,1.88
810000,Edmondson Park,349,34.95
735000,Ropes Crossing,375,42.77
420000,Minto,235,38.06
2612500,Middle Cove,1056,8.07
2610000,Edgecliff,170,2.92
1000000,Kings Langley,723,28.37
910000,Oatley,179,18.23
866000,Edmondson Park,362,34.95
845000,Springwood,768,61.88
760000,Kings Langley,692,28.37
2380000,Hurlstone Park,500,9.03
1300000,Menai,741,24.47
1025000,Chittaway Point,986,64.12
975000,Hurstville,203,14.81
5100000,Watsons Bay,420,7.21
3550000,Annandale,552,4.06
3275000,Kensington,588,5.45
2800000,Oatley,695,18.23
2200000,St Marys,2428,42.31
2140000,Greenhills Beach,552,19.56
1200000,Raby,4008,40.23
1100000,St Marys,2428,42.31
4327000,Church Point,1125,24.6
4100000,Pymble,1575,14.82
2160000,Pymble,1483,14.82
1885000,Sydney,107,0.31
1725000,Maroubra,297,9.52
1550000,Daceyville,270,7.21
1210000,Daleys Point,468,42.27
715000,Green Point,550,48.42
715000,Green Point,550,49.63
2410000,Mortdale,670,17.19
2150000,Pymble,1195,14.82
2056000,Maroubra,363,9.52
2025000,Mortdale,670,17.19
1950000,Sandringham,518,16.06
1927000,Maroubra,304,9.52
1700000,Seaforth,632,8.76
1655000,Kyle Bay,600,17.07
1585000,Ashfield,285,8.08
1570000,Sylvania Waters,657,19.27
1345000,Kyle Bay,607,17.07
1095000,Kellyville Ridge,511,32.23
900000,Miranda,248,20.95
770000,Lalor Park,550,28.27
1951000,Frenchs Forest,816,12.68
1362500,Ryde,866,10.92
1020000,Bonnyrigg Heights,1071,31.57
990000,Moorebank,664,26.27
881000,Quakers Hill,500,33.29
3512000,Pymble,1031,14.82
2600000,Dundas,1764,16.94
2180000,Hurlstone Park,512,9.03
2020000,Phillip Bay,723,12.83
1740000,Bilgola Plateau,843,26.3
1453000,Haberfield,481,6.75
1375000,Moorebank,752,26.27
1190000,Bonnyrigg Heights,616,31.57
1103000,Winston Hills,569,23.42
1100000,Wakeley,886,27.89
1100000,Winston Hills,556,23.42
952500,Harrington Park,729,47.35
825000,Edmondson Park,482,34.95
650000,Chippendale,50,2.52
1755000,Miranda,935,20.95
5500000,Castlecrag,778,7.26
4700000,Castlecrag,739,7.26
840000,Moorebank,689,26.27
657000,Springwood,1055,61.88
510500,Macquarie Fields,212,32.57
1120000,Point Frederick,696,48.56
835000,Green Point,724,49.63
835000,Green Point,724,48.42
2000000,North Strathfield,569,11.24
1710000,Davidson,720,14.03
1520000,Frenchs Forest,697,12.68
1375000,Surry Hills,70,2.14
840000,Harrington Park,652,47.35
2225000,Surry Hills,108,2.14
1818880,St Ives Chase,937,18.45
1550000,Pearl Beach,670,36.91
790000,Leumeah,651,40.12
3000000,Wollstonecraft,815,3.78
2600000,Maroubra,500,9.52
1392500,Frenchs Forest,566,12.68
1270000,Surry Hills,70,2.14
1200000,Homebush West,483,13.21
2350000,Pymble,999,14.82
2210000,Middle Cove,1107,8.07
1875000,Yowie Bay,793,22.79
1875000,Frenchs Forest,689,12.68
1575000,Drummoyne,259,5.35
1475000,Kyeemagh,449,10.35
900000,Chester Hill,626,19.74
810000,Chester Hill,626,19.74
755000,Chester Hill,689,19.74
2200000,Surry Hills,124,2.14
1870000,North Balgowlah,326,9.49
1761000,Winston Hills,664,23.42
875000,Edmondson Park,451,34.95
710000,Harrington Park,533,47.35
670001,Macquarie Fields,556,32.57
380000,Lakemba,92,13.76
1645000,Cheltenham,1005,17.09
1590000,Frenchs Forest,759,12.68
1112000,Claremont Meadows,586,43.49
815000,Chester Hill,299,19.74
644000,Homebush West,95,13.21
625000,Leumeah,561,40.12
1300000,Drummoyne,121,5.35
722000,Green Point,551,48.42
722000,Green Point,551,49.63
550000,Miranda,153,20.95
1925000,Bilgola Plateau,701,26.3
4260000,Pymble,1425,14.82
1500000,Lane Cove North,564,7.99
1400000,Pearl Beach,670,36.91
827500,Chester Hill,432,19.74
2750000,Pymble,1055,14.82
1596000,Sylvania Waters,556,19.27
2750000,Monterey,490,13.19
1800000,Frenchs Forest,702,12.68
1200000,Londonderry,8094,49.34
1100000,Emu Heights,625,53.98
1610000,Frenchs Forest,660,12.68
1075000,Noraville,796,73.32
9200000,Centennial Park,904,4.19
5000000,Drummoyne,828,5.35
790000,Killarney Vale,601,60.03
1480000,North Strathfield,430,11.24
1060000,Gymea,556,22.29
720000,Minto,565,38.06
570000,Leumeah,556,40.12
1415000,Frenchs Forest,734,12.68
450000,Belmore,93,12.8
2550000,Darlington,183,3.24
1950000,North Curl Curl,462,13.57
1020000,Macquarie Links,723,33.73
530000,Bradbury,607,43.6
2450000,Point Frederick,822,48.56
1885000,Frenchs Forest,1250,12.68
1850000,Cheltenham,780,17.09
1400000,Waitara,1144,19.76
1195000,Harrington Park,702,47.35
1010000,Fairfield Heights,828,24.84
850000,Moorebank,680,26.27
560000,Lakemba,122,13.76
2110000,Curl Curl,461,12.88
656000,Killarney Vale,696,60.03
2170000,Como,689,20.31
1575000,Bayview,700,23.83
1440000,Annandale,103,4.06
1225000,Carlingford,954,18.2
525000,Leumeah,500,40.12
2700000,Manly,278,10.17
1600000,Carlingford,879,18.2
1260000,Londonderry,5000,49.34
1040000,Kellyville Ridge,602,32.23
1040000,Lansvale,577,23.35
875000,Moorebank,668,26.27
562000,Carlingford,99,18.2
1600000,Dee Why,700,14.67
790000,Chester Hill,367,19.74
2130000,Brookvale,726,12.63
827000,Dee Why,112,14.67
600000,Killarney Vale,556,60.03
590000,Bradbury,558,43.6
2200000,Zetland,309,4.72
1800000,Malabar,474,11.71
1570000,Carlingford,734,18.2
1000000,Kellyville Ridge,515,32.23
365000,Lakemba,102,13.76
2200000,Roseville Chase,761,10.07
735000,Dee Why,76,14.67
2700000,Sandringham,442,16.06
2500000,Clontarf,575,7.69
2400000,Pymble,1043,14.82
2050000,Carlingford,986,18.2
1715000,Terrey Hills,710,19.32
1060000,Point Frederick,670,48.56
1040000,Baulkham Hills,705,24.81
1006600,Baulkham Hills,373,24.81
745000,Dee Why,108,14.67
640000,Leumeah,645,40.12
2700000,Marrickville,1044,7.23
2155000,Kyle Bay,720,17.07
1770000,Marrickville,252,7.23
1186000,Baulkham Hills,696,24.81
940000,Harrington Park,618,47.35
1570000,Baulkham Hills,743,24.81
1465000,Baulkham Hills,818,24.81
940000,Baulkham Hills,714,24.81
705000,Homebush,126,12.1
690000,Seven Hills,689,26.58
8100000,Henley,1290,7.12
2825000,Mona Vale,702,22.57
1740000,Annandale,145,4.06
1450000,Haymarket,78,1.88
1250000,Harrington Park,714,47.35
650000,Seven Hills,620,26.58
520000,Bradbury,607,43.6
2283000,Middle Cove,745,8.07
1435000,Marrickville,189,7.23
1410000,Baulkham Hills,845,24.81
960000,Seven Hills,626,26.58
1480000,Yowie Bay,1296,22.79
1140000,Baulkham Hills,942,24.81
607000,Bradbury,613,43.6
1435000,Chifley,525,11.99
1150000,Marrickville,138,7.23
1140000,Baulkham Hills,696,24.81
1850000,Manly,119,10.17
1050000,Kellyville Ridge,480,32.23
3800000,Annandale,519,4.06
3875000,Curl Curl,575,12.88
2200000,North Avoca,866,49.98
2050000,Mascot,594,9.35
1925000,Bondi Beach,140,6.46
1900000,Haberfield,559,6.75
1640000,Terrey Hills,696,19.32
1082500,Narrabeen,172,18.45
610000,Bradbury,670,43.6
2440000,Dolans Bay,885,23.32
1690000,Homebush West,562,13.21
1260000,Carss Park,537,15.99
730000,Seven Hills,575,26.58
2925000,North Turramurra,2289,20.05
2850000,Chiswick,708,6.89
680000,Campbelltown,601,43.19
608000,Gymea,103,22.29
1600000,Hunters Hill,231,6.95
1330000,Carlingford,739,18.2
890000,Oxley Park,1258,39.76
830000,Empire Bay,766,42.74
785000,Campbelltown,416,43.19
770000,Seven Hills,607,26.58
750000,Marrickville,99,7.23
1675000,Church Point,1355,24.6
1335000,Marrickville,177,7.23
1250000,Glebe,71,2.6
1000000,Narellan Vale,1147,47.8
853750,Manly,65,10.17
1475000,Pearl Beach,696,36.91
1275000,Mascot,348,9.35
1250000,Tuggerawong,809,68.96
2205000,Beaumont Hills,843,31.01
2130000,Marrickville,518,7.23
1263000,Gymea,332,22.29
585000,Killarney Vale,582,60.03
550000,Blue Haven,566,77.47
1755000,West Pymble,930,13.47
1473737,Bilgola Plateau,878,26.3
1451000,Fairfield Heights,769,24.84
1300000,Annandale,265,4.06
1300000,Londonderry,4053,49.34
550000,Bradbury,556,43.6
2258000,Carlingford,936,18.2
2597000,Zetland,240,4.72
2485000,Glebe,221,2.6
2020000,Castle Hill,1752,24.76
1585000,Glebe,97,2.6
1400000,Blackwall,1397,41.58
1383000,Glebe,120,2.6
1225000,Potts Hill,478,16.67
1225000,Potts Hill,478,16.67
1146000,Gymea,263,22.29
1120000,Belmore,568,12.8
965000,Marrickville,110,7.23
1255000,Harris Park,670,18.92
650000,Mount Annan,640,46.81
2050000,Glenbrook,1094,55.19
797000,Gymea,142,22.29
720000,Mount Annan,390,46.81
1960000,Seaforth,638,8.76
1800000,North Ryde,632,10.39
1590000,Killarney Heights,809,10.33
650000,Campbelltown,343,43.19
505000,Parramatta,87,19.44
4550000,Mona Vale,749,22.57
2050000,Enmore,127,5.37
1816000,North Turramurra,1473,20.05
1325000,Castle Hill,665,24.76
1300000,Church Point,930,24.6
9125000,Tamarama,580,6.8
1215000,Killcare Heights,607,40.94
4550000,St Leonards,253,5
3900000,Northwood,771,4.95
3700000,Glebe,351,2.6
2183000,Castle Hill,754,24.76
1880000,Chatswood,758,8.15
1525000,Castle Hill,919,24.76
1325000,Shelly Beach,708,60.56
1255000,Beaconsfield,177,5.22
410000,Blue Haven,466,77.47
1910000,Malabar,636,11.71
1879000,West Pymble,1005,13.47
1100000,Belmore,325,12.8
885000,Roselands,462,14.57
490000,Bradbury,666,43.6
475000,Killarney Vale,594,60.03
3435000,Centennial Park,228,4.19
745000,Killarney Vale,758,60.03
670000,Killarney Vale,569,60.03
2735000,Sandringham,562,16.06
2150000,Wollstonecraft,278,3.78
1800000,Castle Hill,1035,24.76
1610000,Castle Hill,923,24.76
640000,Bradbury,670,43.6
636000,Bradbury,645,43.6
555000,Campbelltown,563,43.19
677000,Kirrawee,105,22.57
580000,Killarney Vale,613,60.03
3300000,Daleys Point,2194,42.27
1760000,Lilli Pilli,815,24.05
1175000,Kirrawee,563,22.57
507500,Blue Haven,470,77.47
1615000,Pearl Beach,771,36.91
1550000,Glebe,103,2.6
1550000,Castle Hill,2046,24.76
1465000,Kirkham,1872,49.9
1350000,Malabar,260,11.71
1235000,Waitara,733,19.76
1210000,Empire Bay,1000,42.74
1140000,Blackwall,689,41.58
672000,Killarney Vale,556,60.03
575000,Narara,632,53.4
470000,Mount Annan,699,46.81
4000000,Waverton,642,2.91
3028000,Clontarf,520,7.69
2170000,Mascot,392,9.35
2100000,Cheltenham,1398,17.09
2000000,Cabramatta,1094,25.6
1580000,Mascot,467,9.35
640000,Campbelltown,224,43.19
330000,Parramatta,61,19.44
1230000,Narara,3768,53.4
1785000,Kogarah Bay,650,15.25
1650000,Killcare Heights,1353,40.94
1560000,Davidson,813,14.03
690000,Narara,601,53.4
575000,Blue Haven,648,77.47
530000,Blue Haven,1024,77.47
1855000,Northbridge,153,6.03
1625000,Mascot,198,9.35
1335000,Bonnyrigg Heights,645,31.57
1180000,Roselands,556,14.57
830000,Mascot,115,9.35
672000,Narara,677,53.4
650000,Mount Annan,550,46.81
630000,Rosebery,64,5.94
540000,Narara,742,53.4
532000,Campbelltown,556,43.19
1825000,Greenhills Beach,712,19.56
1080000,Roselands,740,14.57
685000,Rooty Hill,565,35.32
2200000,Homebush,689,12.1
2000000,Curl Curl,455,12.88
1085000,Glenwood,550,29.09
850000,Narrabeen,109,18.45
772000,Mount Annan,561,46.81
618000,Mount Annan,575,46.81
430000,Blue Haven,430,77.47
7200000,Clareville,954,27.02
3950000,Longueville,575,5.6
1372500,Mount Kuring-Gai,946,25.47
1010000,Mount Riverview,790,55.12
900000,Mount Annan,603,46.81
2900000,Roseville Chase,765,10.07
1775000,West Pymble,1043,13.47
945000,Wamberal,607,54.41
680000,Zetland,61,4.72
3650000,Riverstone,6600,39.07
2765000,Clontarf,726,7.69
2400000,North Ryde,601,10.39
1870000,Chatswood,645,8.15
1870000,Chatswood,645,8.15
1800000,Seaforth,485,8.76
1720000,Killarney Heights,696,10.33
1700000,Killarney Heights,797,10.33
