price,suburb,property_size,km_from_cbd
1550000,Springfield,560,50.8
1500000,Parramatta,588,19.44
1472500,Marsden Park,363,40.63
1450000,Caddens,552,45.4
1450000,Ettalong Beach,664,40.41
1410000,Harrington Park,718,47.35
1410000,Cherrybrook,485,21.99
1410000,North Avoca,607,49.98
1410000,Saratoga,518,45.17
1365000,Peakhurst,955,17.67
1325000,Umina Beach,708,39.51
1320000,Caringbah,215,20.47
1320000,Glen Alpine,850,47.41
1300111,Blacktown,532,30.03
1281000,Casula,911,30.52
1280000,Erina,661,50.24
1260000,Claremont Meadows,594,43.49
1250000,Kings Langley,814,28.37
1180000,Mount Druitt,1062,38.24
1170000,Moorebank,677,26.27
1150000,Cranebrook,706,49.66
1150000,Macquarie Links,744,33.73
1150000,Kariong,601,45.8
1135000,Winmalee,2112,59.15
1130000,Greystanes,556,25.53
1100000,Wamberal,338,54.41
1100000,Padstow,236,19.07
1083000,Riverstone,328,39.07
1050000,Penrith,803,49.99
1050000,Canley Heights,777,26.64
1027500,Jordan Springs,463,46.85
1025000,Woy Woy,544,40.99
1000000,Tuggerah,727,65.08
1000000,Camperdown,105,3.63
9500000,Hunters Hill,809,6.95
4615000,Hunters Hill,582,6.95
3530000,Randwick,357,6.53
3450000,Paddington,155,2.61
3100000,Terrigal,7714,50.75
2995000,Vineyard,2782,41.4
2750000,Daleys Point,1423,42.27
2660000,Pennant Hills,1068,18.83
2650000,Carlingford,936,18.2
2550000,Elanora Heights,708,19.05
2500000,Woolloomooloo,156,0.99
2310000,Beacon Hill,556,13.32
1875000,Camperdown,158,3.63
1875000,North Rocks,695,20.61
1600000,Concord,183,9.6
1500000,Copacabana,575,46.9
1460000,Copacabana,727,46.9
1450000,Botany,177,9.37
1420000,Kirrawee,613,22.57
1405000,Voyager Point,475,24.14
1342000,Oakhurst,518,37.19
1290000,Killara,180,11.7
1272500,Wyoming,1081,52.93
1255000,Bonnyrigg,557,29.87
1250000,Tumbi Umbi,711,57.68
1230000,Milperra,556,22.57
1200000,Chipping Norton,717,24.05
1191000,Springfield,569,50.8
1185000,Dolls Point,156,15.45
1185000,Sydney,88,0.31
1175000,Jamisontown,730,50.67
1131522,Toukley,686,74.11
1110000,Bossley Park,550,30.17
1050000,Sans Souci,155,15.92
1050000,Gregory Hills,450,43.95
1045000,Gledswood Hills,375,42.7
6500000,Homebush,928,12.1
5075000,Roseville Chase,1031,10.07
3942000,Roseville,1100,9.54
3700000,Lilyfield,397,4.57
3500000,Oatley,1000,18.23
3200000,Breakfast Point,450,9.49
3145000,Crows Nest,227,4.43
2927000,Balmain,316,2.81
2870000,Homebush,551,12.1
2800000,Bella Vista,863,27.28
2720000,Collaroy Plateau,645,16.58
2657200,Newtown,82,4.73
2395000,Davidson,974,14.03
2255000,Bella Vista,709,27.28
2230000,Marrickville,372,7.23
2210000,West Ryde,879,13.34
2100000,Forest Lodge,182,3.18
2070000,Beverly Hills,489,15.28
1875000,Peakhurst Heights,642,18.83
1845000,Earlwood,467,9.84
1750000,Darlinghurst,62,1.87
1750000,Alfords Point,648,21.79
1680000,Belmore,797,12.8
1600000,St Peters,127,6.42
1455000,Kirrawee,344,22.57
1280000,Springwood,3358,61.88
1150000,Bligh Park,652,45.52
1110000,Cobbitty,490,51.16
1090000,Kings Park,702,31.21
1075000,Bardwell Park,116,11.08
1000000,South Windsor,728,46.1
1000000,Prestons,556,32.26
9000000,Paddington,345,2.61
6725000,Northwood,916,4.95
6310000,Dee Why,632,14.67
3875000,Earlwood,569,9.84
3557000,North Narrabeen,512,19.68
3500000,Mosman,94,5.42
3450000,Malabar,353,11.71
3250000,North Narrabeen,575,19.68
3000000,Dee Why,455,14.67
2850000,Mona Vale,550,22.57
2800000,Wamberal,796,54.41
2700000,Kurnell,1500,17.42
2630000,Leichhardt,340,5.31
2610000,Hornsby,930,21.2
2500000,East Ryde,1372,9.19
2500000,North Curl Curl,458,13.57
2400000,Ingleside,505,19.96
2400000,Paddington,70,2.61
2300000,Wheeler Heights,575,16.54
2280000,Balmain East,122,1.85
2200000,Peakhurst Heights,770,18.83
2200000,Westleigh,784,21.62
2125000,Thornleigh,973,19.84
2120000,Westleigh,734,21.62
2100000,Dee Why,545,14.67
1930000,Yarrawarrah,624,26.82
1850000,Peakhurst Heights,435,18.83
1690000,Curl Curl,81,12.88
1535000,Kellyville Ridge,520,32.23
1533000,Glebe,121,2.6
1500000,Mascot,289,9.35
1500000,Fairlight,103,9.88
1485000,Mortdale,531,17.19
1420000,Acacia Gardens,541,31.04
1420000,Botany,221,9.37
1410000,Grays Point,468,24.3
1384000,Jannali,267,21.53
1370000,Forresters Beach,696,56.07
1322000,East Gosford,702,49.55
1300000,Girraween,803,25.65
1250000,Gregory Hills,450,43.95
1100000,Kariong,680,45.8
1058700,Bensville,543,43.91
1035000,Bateau Bay,550,58.53
1000000,Canley Heights,220,26.64
7700000,Pearl Beach,879,36.91
6500000,Five Dock,487,7.69
4530000,Oatley,950,18.23
4000000,Stanmore,319,5.2
3660000,Cecil Hills,1200,33.92
3405000,Drummoyne,406,5.35
3031000,Lilyfield,274,4.57
3020000,Belrose,778,15.92
2925000,Bilgola Plateau,898,26.3
2750000,Lilyfield,304,4.57
2660000,Belrose,735,15.92
2598000,Frenchs Forest,727,12.68
2500000,Denistone,588,13.34
2475000,Killarney Heights,721,10.33
2457500,North Ryde,556,10.39
2402000,North Ryde,355,10.39
2320000,Bexley,613,12.84
2300000,Denistone East,752,12.93
2215000,Cremorne,160,4.45
2190000,Earlwood,350,9.84
2125000,Wamberal,778,54.41
2075000,Hornsby,891,21.2
2056000,Ashbury,543,9.41
2056000,Denistone,443,13.34
2025000,West Pennant Hills,630,20.91
1918000,North Ryde,744,10.39
1900000,Mortdale,721,17.19
1890000,Sylvania,556,19.33
1857000,Sylvania,556,19.33
1835000,Padstow Heights,608,20.06
1720000,Sylvania,1486,19.33
1650000,North Ryde,400,10.39
1650000,Dundas,354,16.94
1625000,Sylvania,575,19.33
1625000,Hornsby Heights,790,25.37
1600000,Abbotsbury,596,32.42
1585000,Campbelltown,665,43.19
1584000,Hornsby Heights,936,25.37
1560000,Carlton,461,14.29
1520000,Mount Colah,700,23.26
1420000,Maroubra,78,9.52
1375000,Rydalmere,592,16.91
1366000,Strathfield South,380,12.57
1334000,Marayong,550,32.22
1302000,Wentworthville,588,23.17
1280000,Kogarah Bay,474,15.25
1260000,Fairfield Heights,506,24.84
1230000,Bow Bowing,988,38.02
1152000,Villawood,1012,21.31
1140000,Chester Hill,531,19.74
1125000,The Entrance North,556,65.14
1115000,Kariong,612,45.8
1080000,Casula,696,30.52
1005000,Middleton Grange,301,34.32
2210000,Kings Langley,711,28.37
2040000,Miranda,556,20.95
1520000,Condell Park,414,19.7
1155000,Gregory Hills,310,43.95
1070000,Narellan Vale,899,47.8
4465000,Newport,644,25.06
2925000,Avalon Beach,1815,28.35
2600000,Elanora Heights,950,19.05
2375000,Eastlakes,334,7.32
2360000,Hornsby Heights,2413,25.37
2100000,Rozelle,304,3.3
2000000,Melrose Park,573,13.84
1525000,Kirrawee,594,22.57
1475000,Forresters Beach,734,56.07
1300000,Plumpton,520,36.79
1280000,Spring Farm,720,50.15
1212579,Werrington,697,44.13
1155000,Carnes Hill,450,34.35
1150000,Gledswood Hills,517,42.7
1142000,Stanhope Gardens,495,30.99
1100000,Mount Pritchard,917,28.89
1065000,Ourimbah,2739,61.95
1063000,Gregory Hills,450,43.95
1055000,Harrington Park,451,47.35
1040000,San Remo,575,77.69
1040000,Horningsea Park,511,34.99
1020000,Old Guildford,1043,20.84
1015000,Camden South,735,52.86
1005000,Lalor Park,601,28.27
16000000,Mosman,651,5.42
3505000,Wamberal,518,54.41
2750000,Cromer,556,15.89
2330000,Frenchs Forest,802,12.68
2300000,West Pennant Hills,796,20.91
2250000,West Pennant Hills,961,20.91
2210000,Jannali,563,21.53
2102000,Glebe,139,2.6
2100000,Lane Cove,471,6.67
2100000,Frenchs Forest,596,12.68
1945000,Belrose,370,15.92
1730000,Lugarno,556,20
1725000,Copacabana,575,46.9
1467000,Strathfield South,594,12.57
1460000,East Hills,750,23.11
1405000,Bateau Bay,524,58.53
1350000,Campsie,470,11.28
1320000,Narellan,633,48.2
1300000,Campbelltown,521,43.19
1300000,Constitution Hill,556,23.17
1290000,Bligh Park,615,45.52
1280000,Milperra,563,22.57
1200000,Earlwood,197,9.84
1185000,Lake Munmorah,1603,81.81
1150000,Emu Heights,689,53.98
1130000,Wattle Grove,483,26.82
1115000,Penrith,835,49.99
1108000,Glenfield,665,31.57
1105000,Chittaway Bay,531,63.59
1065000,Claremont Meadows,625,43.49
1020000,Cobbitty,506,51.16
4650000,Avalon Beach,1115,28.35
3700000,Birchgrove,155,2.94
3430000,Warrawee,866,17.2
3140000,Allambie Heights,854,11.16
3075000,North Epping,715,15.94
2975000,Avalon Beach,752,28.35
2615000,Leichhardt,216,5.31
2400000,Carlton,445,14.29
2250000,Frenchs Forest,689,12.68
2010000,Glebe,97,2.6
2005000,Lugarno,613,20
1950000,North Ryde,283,10.39
1810000,Harrington Park,715,47.35
1725000,Gledswood Hills,582,42.7
1680000,Ryde,249,10.92
1675000,St Marys,1100,42.31
1576300,Regentville,695,51.59
1575000,West Pennant Hills,314,20.91
1475000,Belfield,455,12.24
1425000,Jannali,626,21.53
1355000,Denham Court,400,37.48
1320000,Emu Plains,1043,52.26
1300000,Green Valley,568,31.75
1280000,Woongarrah,601,73.6
1280000,Chipping Norton,673,24.05
1270000,Bossley Park,656,30.17
1250000,Prestons,700,32.26
1210000,Kincumber,663,47.05
1175000,Saratoga,689,45.17
1080000,St Clair,791,39.76
1050000,Coogee,95,7.42
5200000,Pymble,2605,14.82
3930000,Killara,1420,11.7
2765000,Yowie Bay,697,22.79
2670500,Stanmore,246,5.2
2641000,East Hills,820,23.11
2500000,Frenchs Forest,841,12.68
2500000,Sans Souci,418,15.92
2030000,Sans Souci,462,15.92
1850000,Peakhurst Heights,708,18.83
1800000,Glenbrook,1585,55.19
1780000,Dundas,660,16.94
1715000,Bangor,614,23.5
1600000,Denham Court,400,37.48
1545000,South Hurstville,400,15.75
1540000,Kellyville Ridge,506,32.23
1465000,Emu Heights,628,53.98
1400000,Copacabana,809,46.9
1380000,Berkeley Vale,539,61.6
1230000,The Entrance North,531,65.14
1197000,Winmalee,809,59.15
1161000,Pemulwuy,352,26.91
1145000,Punchbowl,480,16.27
1110000,Elderslie,623,50.48
1100000,Raby,594,40.23
4595000,Maroubra,415,9.52
3622000,Freshwater,405,12.07
3400000,Putney,853,10.51
3050000,Earlwood,612,9.84
2950000,Narrabeen,163,18.45
2900000,Darlington,171,3.24
2801000,East Killara,860,12.23
2800000,Glebe,106,2.6
2360000,Ashfield,373,8.08
2360000,Darlington,130,3.24
2050000,Cambridge Park,1954,46.55
1970000,Blakehurst,639,16.73
1900000,Campsie,525,11.28
1890000,Dundas Valley,777,16.38
1840000,North Rocks,957,20.61
1781000,Rouse Hill,600,34.5
1730000,Earlwood,246,9.84
1700000,Waterloo,195,3.91
1650000,Forresters Beach,544,56.07
1610000,Glen Alpine,875,47.41
1590000,Copacabana,721,46.9
1567000,Menai,948,24.47
1540000,Harrington Park,770,47.35
1438000,Pemulwuy,394,26.91
1410000,Penshurst,597,16.01
1375000,Campsie,221,11.28
1350000,Empire Bay,1012,42.74
1350000,Manly Vale,105,10.57
1320000,Cabramatta West,350,27.74
1310000,Spring Farm,624,50.15
1300000,Hamlyn Terrace,464,72.13
1300000,Queenscliff,106,11.5
1300000,The Entrance,468,63.63
1262000,Toukley,683,74.11
1235000,Kincumber,604,47.05
1235000,Hammondville,598,25.13
1200000,Kings Park,555,31.21
1200000,Wentworth Point,191,12.9
1190000,Doonside,920,33.46
1165000,Rooty Hill,529,35.32
1150000,Erskine Park,1127,38.85
1120000,Erskine Park,625,38.85
1110000,Kanwal,725,71.67
1100500,Bossley Park,550,30.17
1100000,Long Jetty,680,61.67
1075000,Kanwal,1034,71.67
1014000,Wyoming,569,52.93
1010000,Kings Park,557,31.21
3925000,Northbridge,380,6.03
3761000,Merrylands,1271,21.07
3705000,Bexley,579,12.84
3700000,Willoughby,696,6.53
3650000,Balmain,185,2.81
3415000,Fairlight,328,9.88
3315000,Concord,556,9.6
3300000,Woy Woy,908,40.99
3205000,Mosman,191,5.42
3100000,Five Dock,468,7.69
3092000,Freshwater,779,12.07
3004000,Penshurst,556,16.01
2950000,Surry Hills,114,2.14
2900000,Wamberal,670,54.41
2810000,Davidson,740,14.03
2755000,Como,2119,20.31
2630000,Gladesville,525,8.76
2520000,Dolans Bay,413,23.32
2461000,West Ryde,404,13.34
2420000,Allambie Heights,594,11.16
2226000,Pennant Hills,573,18.83
2186000,Baulkham Hills,743,24.81
2131000,Ellis Lane,4123,52.54
2100000,Illawong,1585,21.6
2100000,Oyster Bay,341,19.73
2100000,Russell Lea,325,6.33
1925000,Camperdown,234,3.63
1870000,Blakehurst,716,16.73
1782000,Peakhurst Heights,600,18.83
1750000,Dundas Valley,545,16.38
1650000,The Entrance,116,63.63
1605000,Charmhaven,768,75.6
1562000,Picnic Point,682,22.31
1550000,Werrington,1303,44.13
1548000,Strathfield South,582,12.57
1511000,Hornsby Heights,795,25.37
1510000,West Ryde,278,13.34
1505000,Lurnea,797,29.97
1450000,Bass Hill,1069,20.43
1420000,Elizabeth Hills,450,33.68
1388000,Pendle Hill,558,24.52
1385000,Cecil Hills,564,33.92
1300000,Petersham,234,5.99
1246000,Erskine Park,791,38.85
1225000,Chester Hill,973,19.74
1206000,Stanhope Gardens,551,30.99
1200000,Kings Park,730,31.21
1200000,Edensor Park,578,30.78
1185000,Wetherill Park,910,28.94
1180000,St Peters,146,6.42
1165000,Gregory Hills,510,43.95
1150000,Granville,487,19.01
1147000,Fairfield East,556,21.93
1120000,Glenfield,626,31.57
1105000,Pyrmont,106,1.67
1100000,Blue Haven,550,77.47
1095000,Glebe,90,2.6
1080000,Spring Farm,444,50.15
1055000,Parramatta,342,19.44
1520000,Forresters Beach,514,56.07
1450000,Mount Colah,778,23.26
1210000,Springwood,775,61.88
6050000,Pymble,1007,14.82
3500500,East Hills,1435,23.11
2700000,Church Point,708,24.6
2500000,Redfern,135,3.12
2135000,Randwick,133,6.53
1950000,Maroubra,232,9.52
1900000,Ermington,645,15
1826000,Mascot,253,9.35
1770000,Stanhope Gardens,500,30.99
1710000,Canley Heights,739,26.64
1650000,Lane Cove,163,6.67
1565000,Canley Heights,741,26.64
1565000,Glenbrook,1010,55.19
1560200,Beecroft,1107,18.35
1560000,Belmore,696,12.8
1490000,Bangor,553,23.5
1400000,Jannali,320,21.53
1280000,Mount Annan,699,46.81
1255000,Canley Vale,1679,24.09
1255000,Granville,537,19.01
1250000,Erina,597,50.24
1235000,Chipping Norton,664,24.05
1222000,Stanhope Gardens,450,30.99
1211253,Emu Heights,916,53.98
1200000,Campbelltown,450,43.19
1180000,Liverpool,715,27.85
1180000,Denham Court,378,37.48
1165000,Toukley,575,74.11
1163000,Gregory Hills,541,43.95
1150000,Emu Plains,406,52.26
1150000,Claremont Meadows,588,43.49
1130001,Acacia Gardens,350,31.04
1075000,The Entrance,696,63.63
1060000,Kariong,810,45.8
1000000,Killarney Vale,781,60.03
6650000,Clovelly,562,7.11
6600000,Hunters Hill,702,6.95
4000000,Curl Curl,480,12.88
3500000,Marrickville,259,7.23
2851000,West Pennant Hills,903,20.91
2700000,Rozelle,219,3.3
2600000,Point Frederick,790,48.56
2275000,Marrickville,240,7.23
2200000,Terrigal,644,50.75
2165000,Dee Why,575,14.67
2100000,Kellyville,718,30.08
2040000,Normanhurst,729,18.95
2000000,Ryde,670,10.92
2000000,Redfern,146,3.12
1950000,Redfern,134,3.12
1910000,Erina,2250,50.24
1900000,Cecil Hills,785,33.92
1800000,Green Point,588,48.42
1800000,Green Point,588,49.63
1570000,Rydalmere,504,16.91
1455000,The Entrance North,556,65.14
1425000,Little Bay,192,13.55
1400000,Elizabeth Hills,471,33.68
1300000,Oxley Park,1069,39.76
1265000,Freshwater,62,12.07
1240000,Wetherill Park,681,28.94
1202000,Gregory Hills,475,43.95
1200000,Faulconbridge,1133,63.97
1162000,Green Point,621,49.63
1162000,Green Point,621,48.42
1120000,Milperra,689,22.57
1100000,Glenbrook,694,55.19
1100000,Canley Heights,300,26.64
1096000,Colyton,656,39.3
1060000,Mount Riverview,2080,55.12
1060000,Waitara,143,19.76
5640000,Rozelle,279,3.3
4490000,St Ives,923,15.99
4350000,North Bondi,388,6.63
3150000,Darlinghurst,168,1.87
2885000,Lewisham,373,6.74
2700000,West Pennant Hills,1531,20.91
2681000,St Ives,778,15.99
2660000,North Strathfield,375,11.24
2605000,Beverley Park,836,14.44
2590000,Haberfield,337,6.75
2570000,Sylvania,651,19.33
2080000,Chittaway Point,1245,64.12
2065500,West Pymble,995,13.47
2050000,Lugarno,544,20
1910000,Lidcombe,626,14.99
1900000,Sans Souci,264,15.92
1875000,Rydalmere,650,16.91
1840000,Hornsby Heights,930,25.37
1800000,Hornsby Heights,1082,25.37
1720000,Glenbrook,1443,55.19
1645000,Ermington,847,15
1600000,Girraween,956,25.65
1470000,Ryde,194,10.92
1405000,Saratoga,575,45.17
1400000,Minto,3541,38.06
1350000,Narwee,405,15.94
1350000,Copacabana,575,46.9
1342000,Acacia Gardens,688,31.04
1320000,Mona Vale,114,22.57
1290000,Kogarah,255,13.34
1280000,Sydney,135,0.31
1165000,Erskine Park,664,38.85
1125000,Sans Souci,343,15.92
1085000,Raby,1290,40.23
1050000,Casula,796,30.52
1031000,Point Clare,734,48.17
1020000,Kings Park,550,31.21
1010000,Killarney Vale,613,60.03
9383500,Rose Bay,601,5.26
4050000,Collaroy Plateau,1125,16.58
3050000,Minto,3030,38.06
2820000,Drummoyne,396,5.35
2800000,Taren Point,684,18.73
2607500,Belrose,727,15.92
2560000,Wheeler Heights,729,16.54
2500000,Copacabana,664,46.9
2480000,Glebe,93,2.6
2200000,North Rocks,797,20.61
2100000,North Parramatta,713,19.97
1940000,Saratoga,588,45.17
1930000,Forresters Beach,696,56.07
1850000,Harrington Park,1080,47.35
1810000,Clemton Park,470,11.95
1800000,Macmasters Beach,1132,44.72
1800000,Copacabana,567,46.9
1720000,Alfords Point,939,21.79
1690000,Belfield,467,12.24
1686000,Turrella,592,9.65
1685000,Five Dock,209,7.69
1645000,Winston Hills,556,23.42
1605000,Epping,281,15.95
1585000,Harrington Park,702,47.35
1560000,Balmain,103,2.81
1535000,Engadine,556,27.77
1531000,Winston Hills,600,23.42
1450000,Killcare Heights,569,40.94
1375000,Colebee,600,36.09
1272000,Point Clare,581,48.17
1265000,Saratoga,560,45.17
1225000,Leichhardt,101,5.31
1210000,Mount Annan,720,46.81
1190000,Denham Court,400,37.48
1150000,Tumbi Umbi,570,57.68
1129000,Fairfield West,531,26.47
1125000,Engadine,177,27.77
1100000,Ryde,148,10.92
1100000,Bensville,645,43.91
1100000,Elderslie,499,50.48
1086000,Narara,534,53.4
1038200,Colebee,280,36.09
1021500,Marayong,590,32.22
6000000,Church Point,811,24.6
4370000,Balmain,309,2.81
3900000,West Pennant Hills,2495,20.91
3775000,North Curl Curl,676,13.57
3250000,Avalon Beach,1252,28.35
3110000,Beecroft,1726,18.35
3100000,Newtown,183,4.73
2920000,Davidson,1219,14.03
2850000,North Balgowlah,583,9.49
2850000,Copacabana,793,46.9
2550000,Forestville,873,11.47
2500000,Cromer,560,15.89
2380000,Narraweena,487,14.02
2350000,Terrigal,702,50.75
2320000,Kellyville,608,30.08
2100000,Woolooware,556,20.92
2095000,Newport,569,25.06
2085000,North Narrabeen,556,19.68
2000000,Beacon Hill,464,13.32
2000000,Lilyfield,272,4.57
2000000,Copacabana,765,46.9
1975000,Mascot,436,9.35
1945000,Mount Colah,981,23.26
1850000,Gledswood Hills,533,42.7
1833000,Rydalmere,815,16.91
1800000,Beaumont Hills,614,31.01
1790000,Surry Hills,53,2.14
1762000,Mount Colah,843,23.26
1650000,Berowra,923,26.88
1650000,Erina,557,50.24
1650000,Long Jetty,695,61.67
1600000,Cherrybrook,367,21.99
1470000,Sylvania,214,19.33
1440000,Lapstone,840,54.12
1405000,Winston Hills,601,23.42
1365000,Woy Woy,955,40.99
1350000,Edensor Park,632,30.78
1320000,Bensville,610,43.91
1310000,Gregory Hills,450,43.95
1303000,Leichhardt,181,5.31
1300000,Sydney,137,0.31
1295000,Revesby Heights,349,21.15
1285000,Guildford,430,20.47
1275000,Springfield,595,50.8
1260000,Caddens,454,45.4
1255000,Long Jetty,670,61.67
1250000,Stanhope Gardens,450,30.99
1190000,Prairiewood,560,27.96
1180000,St Clair,677,39.76
1175000,Gorokan,1069,73.16
1140000,Long Jetty,332,61.67
1100000,Sylvania,180,19.33
1100000,Bilgola Plateau,979,26.3
1100000,Caddens,390,45.4
1100000,Doonside,582,33.46
1030000,Cherrybrook,365,21.99
1000000,Hobartville,556,52.02
5500000,Terrigal,1079,50.75
4550000,Haberfield,790,6.75
4335000,Sylvania Waters,721,19.27
4325000,Greenwich,550,4.5
4120000,Roseville,664,9.54
3590000,Kensington,536,5.45
3550000,Chatswood,512,8.15
3500000,West Pymble,942,13.47
3500000,Killara,1011,11.7
3350000,Blakehurst,782,16.73
3150000,Oatley,537,18.23
3100000,Hurstville,529,14.81
3000000,Roseville,696,9.54
2800000,Lilyfield,313,4.57
2750000,Terrigal,481,50.75
2701000,Belmore,696,12.8
2700000,Avalon Beach,1224,28.35
2675000,East Ryde,620,9.19
2655000,North Ryde,556,10.39
2650000,Annandale,221,4.06
2610000,Sylvania,878,19.33
2600000,Belrose,765,15.92
2515000,Sylvania Waters,828,19.27
2510000,Picnic Point,1056,22.31
2475000,Forestville,601,11.47
2360000,Belfield,430,12.24
2330000,Belfield,645,12.24
2265000,North Epping,815,15.94
2205000,Marrickville,354,7.23
2180000,Willoughby,353,6.53
2160000,Baulkham Hills,696,24.81
2150000,Beacon Hill,569,13.32
2145000,Eastlakes,651,7.32
2106000,Thornleigh,446,19.84
2000000,Thornleigh,446,19.84
2000000,Caringbah South,341,22.43
2000000,Baulkham Hills,923,24.81
1975000,Oatlands,594,18.77
1940000,Lidcombe,491,14.99
1940000,Kogarah,469,13.34
1915000,Berowra,1088,26.88
1915000,North Manly,201,11.56
1911000,Smithfield,600,25.19
1890000,Carlton,556,14.29
1851000,Berala,671,16.36
1828000,Belfield,613,12.24
1819500,Cecil Hills,831,33.92
1815000,Strathfield South,589,12.57
1807000,Bexley,607,12.84
1781000,Condell Park,935,19.7
1770000,Berowra Heights,917,30.03
1765000,Penshurst,480,16.01
1760000,Hurstville,594,14.81
1755000,Kogarah,411,13.34
1730000,Chipping Norton,672,24.05
1685000,Berowra,739,26.88
1485000,Constitution Hill,558,23.17
1475000,Winston Hills,878,23.42
1430000,Mount Annan,552,46.81
1420000,Bass Hill,708,20.43
1410000,Fairfield West,637,26.47
1401000,Fairfield,872,23.96
1375000,Sefton,673,18.62
1336000,Campsie,260,11.28
1310000,Sefton,607,18.62
1310000,Berala,638,16.36
1288000,Greenfield Park,588,29.37
1250000,Revesby Heights,670,21.15
1225000,Earlwood,181,9.84
1200000,Edmondson Park,450,34.95
1155000,West Hoxton,561,35.53
1145000,Ettalong Beach,455,40.41
1140000,Denham Court,325,37.48
1121000,Kirrawee,213,22.57
1020000,Smithfield,673,25.19
1012000,Buff Point,784,76.92
1000000,Ambarvale,986,45.75
3870000,St Ives,942,15.99
2500000,Hardys Bay,631,39.86
1495000,Peakhurst,500,17.67
1150000,Bardia,477,34.46
1035000,Milperra,556,22.57
3000000,Killcare Heights,645,40.94
1600000,Grasmere,4039,53.97
1300000,Mount Kuring-Gai,1005,25.47
1220000,Bayview,1057,23.83
1050000,The Entrance North,657,65.14
1000000,Blackwall,740,41.58
680000,Jordan Springs,310,46.85
2050000,Beaconsfield,150,5.22
1852500,Church Point,696,24.6
1280000,Leichhardt,135,5.31
1275000,Grays Point,759,24.3
1180000,Merrylands West,696,22.63
871000,Toongabbie,240,25.67
753500,Caringbah,152,20.47
750000,Caringbah,113,20.47
525000,Ingleburn,346,36.04
517000,Riverstone,369,39.07
4000000,Killcare,582,40.73
2250000,Avoca Beach,792,48.53
2100000,Erina Heights,2182,51.95
1350000,Crows Nest,108,4.43
1212500,Leonay,988,52.96
1205000,Naremburn,155,5.36
1200000,East Gosford,1012,49.55
1105000,Bexley North,645,12.24
1100000,Auburn,607,16.83
1050000,Blackwall,885,41.58
928000,Seven Hills,551,26.58
2175000,Thornleigh,1075,19.84
1780000,Guildford,631,20.47
1200000,Naremburn,143,5.36
6200000,Woolloomooloo,188,0.99
4187700,North Sydney,168,3.16
3985000,Gordon,1300,12.96
3050000,Horsley Park,10800,33.57
2780000,Davidson,780,14.03
2575000,Chittaway Point,967,64.12
2350000,Naremburn,215,5.36
2100000,Lakemba,1024,13.76
1955000,Summer Hill,183,7.42
1800000,Gladesville,467,8.76
1560000,Woronora Heights,719,25.14
1467000,Fairfield Heights,769,24.84
1405000,Old Toongabbie,790,23.66
1230000,Beaconsfield,142,5.22
1215000,Phegans Bay,696,42.78
1160000,Glenmore Park,669,49.65
1150001,Ropes Crossing,500,42.77
1100000,Regents Park,683,16.99
1090000,Cobbitty,1271,51.16
1055000,Buff Point,487,76.92
1000000,Glenmore Park,612,49.65
849000,Glenmore Park,349,49.65
705000,Glenmore Park,450,49.65
5760000,Blue Bay,841,62.76
3900000,Bondi,190,6.13
3000000,Pagewood,570,8.19
2800000,Birchgrove,124,2.94
2200000,Alexandria,127,5.06
2070000,Epping,663,15.95
1850000,Saratoga,445,45.17
1800000,Pennant Hills,746,18.83
1610000,Merrylands,879,21.07
1500000,Killcare Heights,645,40.94
1460000,Windsor,1371,45.7
1400000,Erina,675,50.24
1265000,Turrella,444,9.65
1225000,Koolewong,917,45.03
1180000,Macquarie Park,115,12.32
1170000,Campbelltown,452,43.19
1170000,Macquarie Park,115,12.32
1130000,Wadalba,652,69.89
1110000,Daleys Point,1081,42.27
1050000,Empire Bay,1012,42.74
1035501,Kearns,963,41.48
4125000,Queens Park,209,5.13
2910000,Neutral Bay,380,3.44
2666000,Camperdown,150,3.63
2520000,Redfern,142,3.12
2030000,Caringbah,627,20.47
1850000,Ashbury,550,9.41
1850000,Beacon Hill,552,13.32
1560000,Saratoga,512,45.17
1450000,Copacabana,601,46.9
1400000,Bensville,607,43.91
1197000,Wamberal,556,54.41
1150000,Five Dock,140,7.69
1111000,Cranebrook,1224,49.66
1060000,Birrong,660,17.73
1002000,Kensington,97,5.45
5730000,Hunters Hill,537,6.95
4250000,Drummoyne,588,5.35
4070000,Picnic Point,1898,22.31
3500000,Chatswood,696,8.15
3320000,Bella Vista,774,27.28
3215000,Hurstville,603,14.81
3015000,Surry Hills,162,2.14
2660000,North Curl Curl,550,13.57
2575000,Newtown,139,4.73
2350000,Cecil Hills,720,33.92
2300000,Peakhurst,507,17.67
2270000,Grays Point,822,24.3
2196000,Drummoyne,210,5.35
2175000,Blakehurst,381,16.73
2065000,Ashbury,433,9.41
2031000,Beaumont Hills,717,31.01
2002500,Ermington,700,15
1928000,Toowoon Bay,784,61.83
1863000,Bossley Park,521,30.17
1830000,Caringbah South,582,22.43
1775000,Caringbah South,309,22.43
1720000,Telopea,639,17.4
1705000,Oxley Park,1869,39.76
1700000,Copacabana,645,46.9
1660000,Marsfield,211,13.73
1475000,Kogarah,462,13.34
1297000,Bossley Park,603,30.17
1265000,Chester Hill,594,19.74
1205000,Narwee,430,15.94
1200000,Como,279,20.31
1066000,Hinchinbrook,631,32.72
1036000,St Clair,793,39.76
10100000,Roseville,6480,9.54
4070000,Killara,835,11.7
2700000,Homebush,989,12.1
2600000,Annandale,240,4.06
